Date,Delay (minutes),Delay (%),Airport,Abbreviation
January 2000,48.54,12.2,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2000,54.19,11.69,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2000,47.45,13.69,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2000,54.02,13.87,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2000,58.99,13.26,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2000,52.9,18.53,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2000,64.7,14.93,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2000,46.97,11.13,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2000,48.28,12.83,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2000,43.11,12.12,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2000,43.3,19.69,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2000,49.62,25.51,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2001,46.21,12.94,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2001,47.38,14.49,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2001,43.62,16.83,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2001,52.59,10.17,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2001,47.76,11.48,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2001,51.74,17.77,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2001,52.77,12.89,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2001,57.41,14.72,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2001,55.39,7.62,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2001,44.39,9.43,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2001,48.59,9.47,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2001,37.84,13.32,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2002,40.95,10.01,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2002,39.96,8.52,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2002,41.05,14.95,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2002,46.05,10.06,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2002,47.64,13.4,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2002,50.45,16.27,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2002,51.58,17.47,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2002,50.65,13.42,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2002,52.24,8.67,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2002,44.95,14.44,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2002,37.78,8.46,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2002,52.6,14.78,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2003,53.39,8.22,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2003,45.26,12.22,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2003,54.02,10.92,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2003,52.61,8.24,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2003,55.11,10.71,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2003,47.22,12.73,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2003,55.92,14.64,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2003,61.13,11.41,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2003,54.82,9.89,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2003,46.79,10.2,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2003,52.0,13.45,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2003,51.15,14.04,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2004,49.91,13.14,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2004,47.43,17.69,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2004,50.29,13.88,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2004,48.65,14.1,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2004,55.09,19.32,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2004,58.67,22.04,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2004,55.38,17.97,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2004,55.92,14.48,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2004,45.65,8.17,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2004,47.75,13.92,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2004,54.25,14.68,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2004,55.77,18.52,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2005,59.97,15.9,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2005,46.66,13.51,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2005,53.62,14.83,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2005,43.18,11.97,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2005,52.07,9.83,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2005,51.92,14.31,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2005,62.83,22.11,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2005,51.68,14.92,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2005,48.2,10.13,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2005,49.14,12.97,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2005,52.31,16.61,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2005,53.31,21.97,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2006,56.71,16.39,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2006,54.63,17.87,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2006,47.57,19.84,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2006,58.6,17.13,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2006,49.73,20.44,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2006,58.16,22.06,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2006,58.87,22.72,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2006,56.99,17.81,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2006,59.36,17.01,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2006,64.95,20.82,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2006,64.21,15.0,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2006,60.06,20.49,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2007,58.11,17.59,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2007,69.29,18.58,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2007,60.0,16.35,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2007,63.73,16.21,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2007,57.51,16.0,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2007,62.55,24.83,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2007,68.97,23.2,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2007,60.97,19.0,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2007,56.55,11.72,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2007,47.4,13.27,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2007,58.14,13.36,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2007,56.38,22.92,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2008,59.59,16.95,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2008,59.96,22.32,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2008,60.99,23.0,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2008,61.15,15.9,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2008,56.39,15.28,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2008,71.06,22.3,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2008,60.53,20.27,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2008,55.68,16.2,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2008,59.72,9.02,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2008,47.78,11.82,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2008,51.83,11.34,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2008,64.7,25.6,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2009,66.74,16.71,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2009,63.61,11.52,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2009,61.37,18.05,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2009,62.88,16.66,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2009,58.08,16.61,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2009,64.71,20.54,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2009,61.16,19.67,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2009,55.97,15.28,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2009,65.19,13.34,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2009,55.85,21.13,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2009,48.87,10.63,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2009,63.66,21.6,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2010,55.43,16.47,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2010,62.45,16.12,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2010,64.52,19.14,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2010,60.41,12.85,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2010,65.05,17.19,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2010,62.71,19.95,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2010,62.56,20.99,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2010,59.49,15.72,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2010,49.0,12.21,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2010,52.68,13.42,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2010,47.43,15.08,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2010,53.99,21.75,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2011,54.1,16.3,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2011,59.48,17.32,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2011,57.7,16.38,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2011,60.25,19.7,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2011,60.46,15.9,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2011,62.25,18.0,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2011,63.11,18.44,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2011,54.14,13.14,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2011,76.09,10.15,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2011,54.58,9.95,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2011,47.89,10.34,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2011,64.56,13.33,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2012,71.16,11.07,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2012,60.05,12.15,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2012,63.89,15.15,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2012,66.28,11.91,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2012,60.51,14.21,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2012,59.86,17.12,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2012,69.57,21.55,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2012,62.65,15.7,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2012,56.47,13.42,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2012,51.07,13.22,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2012,71.62,10.59,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2012,61.91,18.02,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2013,58.46,15.56,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2013,58.29,14.17,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2013,60.94,18.08,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2013,62.79,19.83,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2013,57.54,17.39,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2013,73.92,25.34,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2013,64.73,24.45,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2013,59.22,17.58,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2013,48.32,14.15,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2013,42.6,15.29,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2013,59.65,16.26,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2013,54.13,25.53,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2014,76.47,24.86,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2014,62.73,20.2,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2014,63.86,20.17,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2014,57.94,20.2,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2014,65.23,17.98,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2014,67.17,24.46,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2014,61.35,21.67,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2014,63.99,20.7,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2014,65.82,17.92,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2014,63.46,17.36,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2014,63.04,15.87,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2014,75.25,17.47,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2015,68.04,16.67,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2015,67.46,17.27,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2015,63.57,17.25,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2015,68.7,14.55,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2015,70.28,17.0,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2015,79.89,18.01,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2015,66.47,18.3,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2015,70.86,13.88,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2015,51.58,9.03,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2015,77.71,11.52,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2015,70.58,12.52,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2015,72.88,20.87,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2016,58.52,12.23,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2016,83.53,10.66,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2016,72.1,14.89,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2016,65.44,10.45,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2016,68.73,14.92,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2016,81.03,20.73,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2016,69.1,23.71,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2016,81.04,15.99,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2016,82.76,10.05,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2016,77.14,9.82,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2016,59.49,9.64,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2016,63.55,14.29,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2017,89.43,18.09,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2017,107.81,9.07,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2017,79.87,12.88,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2017,84.88,15.59,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2017,82.74,14.89,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2017,85.75,21.58,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2017,69.95,18.61,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2017,63.77,13.72,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2017,63.71,10.41,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2017,63.08,11.67,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2017,59.07,7.72,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2017,50.78,20.47,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2018,68.43,14.28,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2018,76.99,16.53,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2018,62.99,11.8,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2018,57.55,13.88,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2018,71.64,18.8,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2018,77.95,24.54,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2018,74.87,22.05,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2018,74.84,18.37,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2018,71.33,16.67,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2018,77.55,12.05,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2018,58.85,15.33,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2018,73.34,19.15,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2019,70.31,14.42,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2019,66.53,19.94,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2019,68.92,14.39,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2019,65.73,16.4,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2019,85.38,19.01,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2019,86.29,23.73,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2019,80.89,18.67,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2019,81.32,17.45,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2019,82.62,12.15,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2019,81.13,16.36,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2019,69.85,12.96,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2019,72.26,20.42,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2020,70.43,12.56,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2020,90.38,15.53,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2020,85.36,8.32,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2020,70.74,2.16,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2020,35.0,4.47,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2020,45.35,7.36,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2020,88.69,7.55,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2020,48.44,6.93,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2020,79.63,5.18,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2020,79.13,6.02,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2020,67.18,6.11,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2020,66.04,10.2,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2021,92.62,7.98,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2021,72.07,9.36,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2021,69.37,10.98,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2021,65.57,8.74,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2021,80.99,15.12,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2021,74.36,27.2,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2021,77.69,22.78,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2021,87.25,22.22,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2021,52.69,14.14,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2021,59.2,17.63,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2021,50.14,12.77,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2021,54.6,18.81,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2022,67.76,17.34,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2022,77.92,19.27,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2022,71.47,21.66,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2022,63.33,19.88,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2022,70.67,22.14,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2022,83.25,24.1,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2022,78.6,24.78,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2022,75.26,20.68,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2022,66.21,14.24,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2022,80.33,12.3,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2022,55.58,16.59,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2022,78.37,20.78,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2023,87.97,18.13,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2023,63.75,14.8,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2023,70.17,20.28,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2023,73.82,16.78,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2023,77.11,16.71,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2023,73.13,24.4,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2023,92.04,24.75,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2023,81.66,18.36,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
September 2023,79.67,15.55,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
October 2023,64.96,12.38,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
November 2023,57.96,9.13,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
December 2023,70.88,13.06,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2024,94.9,19.07,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
February 2024,65.6,11.82,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
March 2024,64.08,15.45,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
April 2024,69.74,15.19,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
May 2024,95.27,26.92,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
June 2024,71.11,21.0,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
July 2024,80.62,28.63,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
August 2024,105.0,17.41,"Birmingham, AL: Birmingham-Shuttlesworth International",BHM
January 2000,47.97,5.79,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2000,71.26,7.8,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2000,49.12,10.1,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2000,62.38,9.98,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2000,53.47,7.82,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2000,46.14,10.29,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2000,58.75,11.25,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2000,46.38,8.54,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2000,62.19,10.34,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2000,68.52,6.37,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2000,50.08,13.26,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2000,50.0,15.77,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2001,50.65,9.63,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2001,51.71,15.18,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2001,53.28,9.74,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2001,45.86,9.21,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2001,58.84,9.07,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2001,54.47,9.84,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2001,59.51,10.66,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2001,48.38,7.51,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2001,46.69,7.59,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2001,57.4,4.2,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2001,46.91,3.61,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2001,57.23,8.64,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2002,65.14,12.08,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2002,52.17,10.82,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2002,54.52,11.19,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2002,52.16,8.71,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
