,state,census region,year,date,shipments
0,Alabama,East South Central,1994,1994-01-01,210152.0
1,Alabama,East South Central,1994,1994-02-01,234030.0
2,Alabama,East South Central,1994,1994-03-01,253624.0
3,Alabama,East South Central,1994,1994-04-01,231561.0
4,Alabama,East South Central,1994,1994-05-01,249728.0
5,Alabama,East South Central,1994,1994-06-01,306991.0
6,Alabama,East South Central,1994,1994-07-01,243752.0
7,Alabama,East South Central,1994,1994-08-01,245305.0
8,Alabama,East South Central,1994,1994-09-01,234030.0
9,Alabama,East South Central,1994,1994-10-01,215078.0
10,Alabama,East South Central,1994,1994-11-01,224149.0
11,Alabama,East South Central,1994,1994-12-01,198890.0
12,Alabama,East South Central,1995,1995-01-01,212299.0
13,Alabama,East South Central,1995,1995-02-01,210350.0
14,Alabama,East South Central,1995,1995-03-01,249426.0
15,Alabama,East South Central,1995,1995-04-01,232269.0
16,Alabama,East South Central,1995,1995-05-01,280824.0
17,Alabama,East South Central,1995,1995-06-01,283476.0
18,Alabama,East South Central,1995,1995-07-01,249280.0
19,Alabama,East South Central,1995,1995-08-01,265843.0
20,Alabama,East South Central,1995,1995-09-01,237201.0
21,Alabama,East South Central,1995,1995-10-01,221122.0
22,Alabama,East South Central,1995,1995-11-01,198172.0
23,Alabama,East South Central,1995,1995-12-01,180177.0
24,Alabama,East South Central,1996,1996-01-01,224432.0
25,Alabama,East South Central,1996,1996-02-01,212888.0
26,Alabama,East South Central,1996,1996-03-01,248499.0
27,Alabama,East South Central,1996,1996-04-01,270214.0
28,Alabama,East South Central,1996,1996-05-01,262490.0
29,Alabama,East South Central,1996,1996-06-01,263992.0
30,Alabama,East South Central,1996,1996-07-01,266540.0
31,Alabama,East South Central,1996,1996-08-01,252718.0
32,Alabama,East South Central,1996,1996-09-01,216903.0
33,Alabama,East South Central,1996,1996-10-01,248908.0
34,Alabama,East South Central,1996,1996-11-01,209834.0
35,Alabama,East South Central,1996,1996-12-01,210780.0
36,Alabama,East South Central,1997,1997-01-01,207508.0
37,Alabama,East South Central,1997,1997-02-01,217881.0
38,Alabama,East South Central,1997,1997-03-01,264112.0
39,Alabama,East South Central,1997,1997-04-01,270924.0
40,Alabama,East South Central,1997,1997-05-01,272201.0
41,Alabama,East South Central,1997,1997-06-01,257455.0
42,Alabama,East South Central,1997,1997-07-01,273525.0
43,Alabama,East South Central,1997,1997-08-01,243161.0
44,Alabama,East South Central,1997,1997-09-01,243280.0
45,Alabama,East South Central,1997,1997-10-01,223940.0
46,Alabama,East South Central,1997,1997-11-01,216125.0
47,Alabama,East South Central,1997,1997-12-01,201750.0
48,Alabama,East South Central,1998,1998-01-01,232107.0
49,Alabama,East South Central,1998,1998-02-01,213722.0
50,Alabama,East South Central,1998,1998-03-01,251794.0
51,Alabama,East South Central,1998,1998-04-01,276556.0
52,Alabama,East South Central,1998,1998-05-01,263654.0
53,Alabama,East South Central,1998,1998-06-01,296290.0
54,Alabama,East South Central,1998,1998-07-01,276720.0
55,Alabama,East South Central,1998,1998-08-01,224706.0
56,Alabama,East South Central,1998,1998-09-01,248360.0
57,Alabama,East South Central,1998,1998-10-01,246047.0
58,Alabama,East South Central,1998,1998-11-01,229144.0
59,Alabama,East South Central,1998,1998-12-01,211276.0
60,Alabama,East South Central,1999,1999-01-01,239510.0
61,Alabama,East South Central,1999,1999-02-01,239798.0
62,Alabama,East South Central,1999,1999-03-01,271538.0
63,Alabama,East South Central,1999,1999-04-01,276893.0
64,Alabama,East South Central,1999,1999-05-01,267162.0
65,Alabama,East South Central,1999,1999-06-01,299910.0
66,Alabama,East South Central,1999,1999-07-01,247894.0
67,Alabama,East South Central,1999,1999-08-01,254911.0
68,Alabama,East South Central,1999,1999-09-01,249254.0
69,Alabama,East South Central,1999,1999-10-01,243934.0
70,Alabama,East South Central,1999,1999-11-01,203878.0
71,Alabama,East South Central,1999,1999-12-01,207430.0
72,Alabama,East South Central,2000,2000-01-01,244043.0
73,Alabama,East South Central,2000,2000-02-01,249067.0
74,Alabama,East South Central,2000,2000-03-01,264199.0
75,Alabama,East South Central,2000,2000-04-01,247177.0
76,Alabama,East South Central,2000,2000-05-01,292332.0
77,Alabama,East South Central,2000,2000-06-01,267262.0
78,Alabama,East South Central,2000,2000-07-01,252973.0
79,Alabama,East South Central,2000,2000-08-01,287591.0
80,Alabama,East South Central,2000,2000-09-01,242510.0
81,Alabama,East South Central,2000,2000-10-01,259417.0
82,Alabama,East South Central,2000,2000-11-01,224661.0
83,Alabama,East South Central,2000,2000-12-01,196856.0
84,Alabama,East South Central,2001,2001-01-01,234096.0
85,Alabama,East South Central,2001,2001-02-01,230402.0
86,Alabama,East South Central,2001,2001-03-01,281924.0
87,Alabama,East South Central,2001,2001-04-01,253443.0
88,Alabama,East South Central,2001,2001-05-01,282386.0
89,Alabama,East South Central,2001,2001-06-01,273285.0
90,Alabama,East South Central,2001,2001-07-01,255910.0
91,Alabama,East South Central,2001,2001-08-01,286833.0
92,Alabama,East South Central,2001,2001-09-01,253215.0
93,Alabama,East South Central,2001,2001-10-01,228646.0
94,Alabama,East South Central,2001,2001-11-01,225024.0
95,Alabama,East South Central,2001,2001-12-01,208368.0
96,Alabama,East South Central,2002,2002-01-01,253362.0
97,Alabama,East South Central,2002,2002-02-01,255170.0
98,Alabama,East South Central,2002,2002-03-01,272193.0
99,Alabama,East South Central,2002,2002-04-01,260015.0
100,Alabama,East South Central,2002,2002-05-01,284753.0
101,Alabama,East South Central,2002,2002-06-01,264011.0
102,Alabama,East South Central,2002,2002-07-01,272865.0
103,Alabama,East South Central,2002,2002-08-01,282065.0
104,Alabama,East South Central,2002,2002-09-01,264670.0
105,Alabama,East South Central,2002,2002-10-01,240450.0
106,Alabama,East South Central,2002,2002-11-01,207943.0
107,Alabama,East South Central,2002,2002-12-01,200391.0
108,Alabama,East South Central,2003,2003-01-01,255393.02737999998
109,Alabama,East South Central,2003,2003-02-01,241882.46146999978
110,Alabama,East South Central,2003,2003-03-01,266556.42493999994
111,Alabama,East South Central,2003,2003-04-01,256679.54809999996
112,Alabama,East South Central,2003,2003-05-01,271719.6195099999
113,Alabama,East South Central,2003,2003-06-01,278490.77378
114,Alabama,East South Central,2003,2003-07-01,279456.38329999987
115,Alabama,East South Central,2003,2003-08-01,269356.3707599999
116,Alabama,East South Central,2003,2003-09-01,273427.52241
117,Alabama,East South Central,2003,2003-10-01,263191.25634999987
118,Alabama,East South Central,2003,2003-11-01,228952.48823999986
119,Alabama,East South Central,2003,2003-12-01,230048.97883999994
120,Alabama,East South Central,2004,2004-01-01,231370.90139140954
121,Alabama,East South Central,2004,2004-02-01,246395.34180278282
122,Alabama,East South Central,2004,2004-03-01,284758.86267392617
123,Alabama,East South Central,2004,2004-04-01,278849.7864488808
124,Alabama,East South Central,2004,2004-05-01,280341.19479733816
125,Alabama,East South Central,2004,2004-06-01,295368.05686630367
126,Alabama,East South Central,2004,2004-07-01,277403.6412583182
127,Alabama,East South Central,2004,2004-08-01,282919.99213551113
128,Alabama,East South Central,2004,2004-09-01,265066.55051421653
129,Alabama,East South Central,2004,2004-10-01,266195.75378100417
130,Alabama,East South Central,2004,2004-11-01,242459.83061101026
131,Alabama,East South Central,2004,2004-12-01,254087.24198427104
132,Alabama,East South Central,2005,2005-01-01,236742.26013309133
133,Alabama,East South Central,2005,2005-02-01,255029.61464004838
134,Alabama,East South Central,2005,2005-03-01,294442.4264972776
135,Alabama,East South Central,2005,2005-04-01,243235.68844525106
136,Alabama,East South Central,2005,2005-05-01,281751.5977011494
137,Alabama,East South Central,2005,2005-06-01,302551.1119177253
138,Alabama,East South Central,2005,2005-07-01,251025.49969751964
139,Alabama,East South Central,2005,2005-08-01,304401.43859649124
140,Alabama,East South Central,2005,2005-09-01,290927.3049001814
141,Alabama,East South Central,2005,2005-10-01,256233.35874168176
142,Alabama,East South Central,2005,2005-11-01,244253.88505747126
143,Alabama,East South Central,2005,2005-12-01,247376.46158499696
144,Alabama,East South Central,2006,2006-01-01,254044.82758620687
145,Alabama,East South Central,2006,2006-02-01,249810.44222625528
146,Alabama,East South Central,2006,2006-03-01,309853.33756805805
147,Alabama,East South Central,2006,2006-04-01,255733.7882637628
148,Alabama,East South Central,2006,2006-05-01,307637.3139745916
149,Alabama,East South Central,2006,2006-06-01,333875.817906836
150,Alabama,East South Central,2006,2006-07-01,270387.8729582577
151,Alabama,East South Central,2006,2006-08-01,313152.3472474289
152,Alabama,East South Central,2006,2006-09-01,281761.6001209921
153,Alabama,East South Central,2006,2006-10-01,295281.797338173
154,Alabama,East South Central,2006,2006-11-01,225110.7979431337
155,Alabama,East South Central,2006,2006-12-01,222882.037507562
156,Alabama,East South Central,2007,2007-01-01,262984.05444646097
157,Alabama,East South Central,2007,2007-02-01,251274.58136721113
158,Alabama,East South Central,2007,2007-03-01,311628.0163339383
159,Alabama,East South Central,2007,2007-04-01,290192.7174833636
160,Alabama,East South Central,2007,2007-05-01,332154.86630369024
161,Alabama,East South Central,2007,2007-06-01,313795.84331518447
162,Alabama,East South Central,2007,2007-07-01,310400.78826376284
163,Alabama,East South Central,2007,2007-08-01,314953.6297640653
164,Alabama,East South Central,2007,2007-09-01,271282.5450695704
165,Alabama,East South Central,2007,2007-10-01,293976.3532970357
166,Alabama,East South Central,2007,2007-11-01,243691.53720508164
167,Alabama,East South Central,2007,2007-12-01,218667.9425287356
168,Alabama,East South Central,2008,2008-01-01,271078.0072595281
169,Alabama,East South Central,2008,2008-02-01,275876.5874168179
170,Alabama,East South Central,2008,2008-03-01,284409.7368421053
171,Alabama,East South Central,2008,2008-04-01,301221.5184513007
172,Alabama,East South Central,2008,2008-05-01,314199.89776164544
173,Alabama,East South Central,2008,2008-06-01,312684.2068965517
174,Alabama,East South Central,2008,2008-07-01,323391.7005444646
175,Alabama,East South Central,2008,2008-08-01,285664.0738052026
176,Alabama,East South Central,2008,2008-09-01,303071.4035087719
177,Alabama,East South Central,2008,2008-10-01,296380.83968542045
178,Alabama,East South Central,2008,2008-11-01,234235.89897156684
179,Alabama,East South Central,2008,2008-12-01,257557.8971566848
180,Alabama,East South Central,2009,2009-01-01,257726.57229280096
181,Alabama,East South Central,2009,2009-02-01,273094.3551119177
182,Alabama,East South Central,2009,2009-03-01,303780.2310949788
183,Alabama,East South Central,2009,2009-04-01,312014.53962492436
184,Alabama,East South Central,2009,2009-05-01,281451.88203266787
185,Alabama,East South Central,2009,2009-06-01,323854.7441016334
186,Alabama,East South Central,2009,2009-07-01,326085.12401693885
187,Alabama,East South Central,2009,2009-08-01,285339.58015728975
188,Alabama,East South Central,2009,2009-09-01,272983.7059891107
189,Alabama,East South Central,2009,2009-10-01,272737.79915305506
190,Alabama,East South Central,2009,2009-11-01,246680.67453115544
191,Alabama,East South Central,2009,2009-12-01,259025.86146400485
192,Alabama,East South Central,2010,2010-01-01,240182.1905626134
193,Alabama,East South Central,2010,2010-02-01,244346.26013309133
194,Alabama,East South Central,2010,2010-03-01,310278.22807017545
195,Alabama,East South Central,2010,2010-04-01,274169.85662431945
196,Alabama,East South Central,2010,2010-05-01,270507.19721718086
197,Alabama,East South Central,2010,2010-06-01,346141.04113732604
198,Alabama,East South Central,2010,2010-07-01,302765.7477313974
199,Alabama,East South Central,2010,2010-08-01,322609.95583787054
200,Alabama,East South Central,2010,2010-09-01,299953.83000604954
201,Alabama,East South Central,2010,2010-10-01,274439.7404718693
202,Alabama,East South Central,2010,2010-11-01,251261.93042952206
203,Alabama,East South Central,2010,2010-12-01,245032.72958257713
204,Alabama,East South Central,2011,2011-01-01,247725.82879612825
205,Alabama,East South Central,2011,2011-02-01,238003.80217785842
206,Alabama,East South Central,2011,2011-03-01,324297.1796733212
207,Alabama,East South Central,2011,2011-04-01,289494.0992135511
208,Alabama,East South Central,2011,2011-05-01,305250.6085904416
209,Alabama,East South Central,2011,2011-06-01,341612.2897761646
210,Alabama,East South Central,2011,2011-07-01,295392.2679975802
211,Alabama,East South Central,2011,2011-08-01,295284.5378100423
212,Alabama,East South Central,2011,2011-09-01,260957.68058076224
213,Alabama,East South Central,2011,2011-10-01,276725.1954022989
214,Alabama,East South Central,2011,2011-11-01,271470.72534785233
215,Alabama,East South Central,2011,2011-12-01,253789.7997580157
216,Alabama,East South Central,2012,2012-01-01,262095.16031457952
217,Alabama,East South Central,2012,2012-02-01,279367.5136116152
218,Alabama,East South Central,2012,2012-03-01,316842.7707199032
219,Alabama,East South Central,2012,2012-04-01,284650.25468844525
220,Alabama,East South Central,2012,2012-05-01,309106.59407138533
221,Alabama,East South Central,2012,2012-06-01,276728.0701754386
222,Alabama,East South Central,2012,2012-07-01,330468.66969147004
223,Alabama,East South Central,2012,2012-08-01,305144.8505747126
224,Alabama,East South Central,2012,2012-09-01,277733.3690260133
225,Alabama,East South Central,2012,2012-10-01,280838.24077434966
226,Alabama,East South Central,2012,2012-11-01,256512.69026013304
227,Alabama,East South Central,2012,2012-12-01,245565.3962492438
228,Alabama,East South Central,2013,2013-01-01,241958.49969751964
229,Alabama,East South Central,2013,2013-02-01,249841.50030248033
230,Alabama,East South Central,2013,2013-03-01,280424.500907441
231,Alabama,East South Central,2013,2013-04-01,301973.0792498487
232,Alabama,East South Central,2013,2013-05-01,300218.14882032666
233,Alabama,East South Central,2013,2013-06-01,287539.01996370236
234,Alabama,East South Central,2013,2013-07-01,324222.71748336364
235,Alabama,East South Central,2013,2013-08-01,275907.5493042952
236,Alabama,East South Central,2013,2013-09-01,261875.15607985485
237,Alabama,East South Central,2013,2013-10-01,289562.9758015729
238,Alabama,East South Central,2013,2013-11-01,240658.44162129465
239,Alabama,East South Central,2013,2013-12-01,239522.80399274046
240,Alabama,East South Central,2014,2014-01-01,261007.3738656987
241,Alabama,East South Central,2014,2014-02-01,267397.3381730187
242,Alabama,East South Central,2014,2014-03-01,269546.21899576526
243,Alabama,East South Central,2014,2014-04-01,290558.36600120994
244,Alabama,East South Central,2014,2014-05-01,313315.5692679975
245,Alabama,East South Central,2014,2014-06-01,306497.6963097399
246,Alabama,East South Central,2014,2014-07-01,321385.6279770877
247,Alabama,East South Central,2014,2014-08-01,303991.00813988544
248,Alabama,East South Central,2014,2014-09-01,278739.4820621043
249,Alabama,East South Central,2014,2014-10-01,288922.5627374133
250,Alabama,East South Central,2014,2014-11-01,221572.84232740436
251,Alabama,East South Central,2014,2014-12-01,248182.57763038893
252,Alabama,East South Central,2015,2015-01-01,258108.59210129635
253,Alabama,East South Central,2015,2015-02-01,245449.5628580042
254,Alabama,East South Central,2015,2015-03-01,282435.2728369008
255,Alabama,East South Central,2015,2015-04-01,306839.79499547783
256,Alabama,East South Central,2015,2015-05-01,294736.9309617124
257,Alabama,East South Central,2015,2015-06-01,289456.79831172747
258,Alabama,East South Central,2015,2015-07-01,330958.5167319867
259,Alabama,East South Central,2015,2015-08-01,293841.4229725656
260,Alabama,East South Central,2015,2015-09-01,301113.0539644257
261,Alabama,East South Central,2015,2015-10-01,268992.8248417244
262,Alabama,East South Central,2015,2015-11-01,241627.13295146215
263,Alabama,East South Central,2015,2015-12-01,256250.04522158575
264,Alabama,East South Central,2016,2016-01-01,283406.99366897804
265,Alabama,East South Central,2016,2016-02-01,280075.3132348508
266,Alabama,East South Central,2016,2016-03-01,295638.31835996377
267,Alabama,East South Central,2016,2016-04-01,284323.2227916793
268,Alabama,East South Central,2016,2016-05-01,312610.0247211335
269,Alabama,East South Central,2016,2016-06-01,322847.7624359361
270,Alabama,East South Central,2016,2016-07-01,289156.33825746155
271,Alabama,East South Central,2016,2016-08-01,333318.50286403374
272,Alabama,East South Central,2016,2016-09-01,282347.18179077475
273,Alabama,East South Central,2016,2016-10-01,262304.6861621947
274,Alabama,East South Central,2016,2016-11-01,250132.7633403678
275,Alabama,East South Central,2016,2016-12-01,264856.7790171842
276,Alabama,East South Central,2017,2017-01-01,247722.16943020804
277,Alabama,East South Central,2017,2017-02-01,250751.80645161285
278,Alabama,East South Central,2017,2017-03-01,293044.7844437745
279,Alabama,East South Central,2017,2017-04-01,287476.4853783539
280,Alabama,East South Central,2017,2017-05-01,324201.381971661
281,Alabama,East South Central,2017,2017-06-01,305983.88785046723
282,Alabama,East South Central,2017,2017-07-01,280509.06843533315
283,Alabama,East South Central,2017,2017-08-01,305133.12028941815
284,Alabama,East South Central,2017,2017-09-01,273119.4977389207
285,Alabama,East South Central,2017,2017-10-01,290873.1486282786
286,Alabama,East South Central,2017,2017-11-01,248995.2185709978
287,Alabama,East South Central,2017,2017-12-01,240060.94362375635
288,Alabama,East South Central,2018,2018-01-01,232693.03708170034
289,Alabama,East South Central,2018,2018-02-01,239029.1552607778
290,Alabama,East South Central,2018,2018-03-01,232990.4546276756
291,Alabama,East South Central,2018,2018-04-01,262748.90865239676
292,Alabama,East South Central,2018,2018-05-01,246507.85709978896
293,Alabama,East South Central,2018,2018-06-01,314106.3087126922
294,Alabama,East South Central,2018,2018-07-01,318647.8191136569
295,Alabama,East South Central,2018,2018-08-01,287876.0403979499
296,Alabama,East South Central,2018,2018-09-01,297244.600542659
297,Alabama,East South Central,2018,2018-10-01,332121.0111546578
298,Alabama,East South Central,2018,2018-11-01,295934.15013566473
299,Alabama,East South Central,2018,2018-12-01,242544.1640036177
300,Alabama,East South Central,2019,2019-01-01,304539.37895688874
301,Alabama,East South Central,2019,2019-02-01,246580.45884835694
302,Alabama,East South Central,2019,2019-03-01,249054.04280976785
303,Alabama,East South Central,2019,2019-04-01,261022.35574314138
304,Alabama,East South Central,2019,2019-05-01,302935.7359059391
305,Alabama,East South Central,2019,2019-06-01,326406.20500452217
306,Alabama,East South Central,2019,2019-07-01,334958.3961410913
307,Alabama,East South Central,2019,2019-08-01,277554.7036478745
308,Alabama,East South Central,2019,2019-09-01,259098.1670183901
309,Alabama,East South Central,2019,2019-10-01,329168.863430811
310,Alabama,East South Central,2019,2019-11-01,230126.96472716308
311,Alabama,East South Central,2019,2019-12-01,272093.77509798005
312,Alabama,East South Central,2020,2020-01-01,227601.00060295445
313,Alabama,East South Central,2020,2020-02-01,237777.66355140184
314,Alabama,East South Central,2020,2020-03-01,277355.34458848357
315,Alabama,East South Central,2020,2020-04-01,321521.54476936994
316,Alabama,East South Central,2020,2020-05-01,290767.19867350016
317,Alabama,East South Central,2020,2020-06-01,294388.0777811275
318,Alabama,East South Central,2020,2020-07-01,279809.0690382876
319,Alabama,East South Central,2020,2020-08-01,293829.88242387696
320,Alabama,East South Central,2020,2020-09-01,225014.85860717512
321,Alabama,East South Central,2020,2020-10-01,377957.2125414532
322,Alabama,East South Central,2020,2020-11-01,311096.64757310826
323,Alabama,East South Central,2020,2020-12-01,286349.70696412417
324,Alabama,East South Central,2021,2021-01-01,241514.92553512208
325,Alabama,East South Central,2021,2021-02-01,311958.5577328912
326,Alabama,East South Central,2021,2021-03-01,338062.43714199576
327,Alabama,East South Central,2021,2021-04-01,124411.02562556526
328,Alabama,East South Central,2021,2021-05-01,375589.72444980405
329,Alabama,East South Central,2021,2021-06-01,320987.750979801
330,Alabama,East South Central,2021,2021-07-01,300043.8203195658
331,Alaska,Pacific,1994,1994-01-01,39425.0
332,Alaska,Pacific,1994,1994-02-01,26799.0
333,Alaska,Pacific,1994,1994-03-01,44516.0
334,Alaska,Pacific,1994,1994-04-01,31743.0
335,Alaska,Pacific,1994,1994-05-01,41310.0
336,Alaska,Pacific,1994,1994-06-01,50553.0
337,Alaska,Pacific,1994,1994-07-01,68043.0
338,Alaska,Pacific,1994,1994-08-01,52211.0
339,Alaska,Pacific,1994,1994-09-01,39886.0
340,Alaska,Pacific,1994,1994-10-01,20989.0
341,Alaska,Pacific,1994,1994-11-01,34375.0
342,Alaska,Pacific,1994,1994-12-01,32189.0
343,Alaska,Pacific,1995,1995-01-01,28778.0
344,Alaska,Pacific,1995,1995-02-01,32759.0
345,Alaska,Pacific,1995,1995-03-01,32570.0
346,Alaska,Pacific,1995,1995-04-01,38516.0
347,Alaska,Pacific,1995,1995-05-01,44443.0
348,Alaska,Pacific,1995,1995-06-01,43914.0
349,Alaska,Pacific,1995,1995-07-01,46453.0
350,Alaska,Pacific,1995,1995-08-01,70097.0
351,Alaska,Pacific,1995,1995-09-01,20032.0
352,Alaska,Pacific,1995,1995-10-01,34399.0
353,Alaska,Pacific,1995,1995-11-01,48242.0
354,Alaska,Pacific,1995,1995-12-01,37336.0
355,Alaska,Pacific,1996,1996-01-01,26106.0
356,Alaska,Pacific,1996,1996-02-01,27214.0
357,Alaska,Pacific,1996,1996-03-01,34329.0
358,Alaska,Pacific,1996,1996-04-01,39757.0
359,Alaska,Pacific,1996,1996-05-01,46184.0
360,Alaska,Pacific,1996,1996-06-01,45662.0
361,Alaska,Pacific,1996,1996-07-01,50404.0
362,Alaska,Pacific,1996,1996-08-01,44845.0
363,Alaska,Pacific,1996,1996-09-01,36621.0
364,Alaska,Pacific,1996,1996-10-01,30047.0
365,Alaska,Pacific,1996,1996-11-01,37297.0
366,Alaska,Pacific,1996,1996-12-01,20641.0
367,Alaska,Pacific,1997,1997-01-01,20641.0
368,Alaska,Pacific,1997,1997-02-01,27154.0
369,Alaska,Pacific,1997,1997-03-01,36217.0
370,Alaska,Pacific,1997,1997-04-01,37888.0
371,Alaska,Pacific,1997,1997-05-01,45969.0
372,Alaska,Pacific,1997,1997-06-01,46746.0
373,Alaska,Pacific,1997,1997-07-01,51875.0
374,Alaska,Pacific,1997,1997-08-01,47393.0
375,Alaska,Pacific,1997,1997-09-01,34143.0
376,Alaska,Pacific,1997,1997-10-01,36012.0
377,Alaska,Pacific,1997,1997-11-01,31581.0
378,Alaska,Pacific,1997,1997-12-01,37899.0
379,Alaska,Pacific,1998,1998-01-01,29074.0
380,Alaska,Pacific,1998,1998-02-01,27109.0
381,Alaska,Pacific,1998,1998-03-01,34707.0
382,Alaska,Pacific,1998,1998-04-01,38502.0
383,Alaska,Pacific,1998,1998-05-01,44136.0
384,Alaska,Pacific,1998,1998-06-01,52158.0
385,Alaska,Pacific,1998,1998-07-01,49390.0
386,Alaska,Pacific,1998,1998-08-01,44648.0
387,Alaska,Pacific,1998,1998-09-01,37329.0
388,Alaska,Pacific,1998,1998-10-01,35727.0
389,Alaska,Pacific,1998,1998-11-01,32266.0
390,Alaska,Pacific,1998,1998-12-01,40002.0
391,Alaska,Pacific,1999,1999-01-01,25792.0
392,Alaska,Pacific,1999,1999-02-01,27636.0
393,Alaska,Pacific,1999,1999-03-01,40105.0
394,Alaska,Pacific,1999,1999-04-01,39325.0
395,Alaska,Pacific,1999,1999-05-01,41067.0
396,Alaska,Pacific,1999,1999-06-01,54269.0
397,Alaska,Pacific,1999,1999-07-01,47653.0
398,Alaska,Pacific,1999,1999-08-01,49086.0
399,Alaska,Pacific,1999,1999-09-01,42026.0
400,Alaska,Pacific,1999,1999-10-01,37639.0
401,Alaska,Pacific,1999,1999-11-01,39529.0
402,Alaska,Pacific,1999,1999-12-01,42507.0
403,Alaska,Pacific,2000,2000-01-01,33812.0
404,Alaska,Pacific,2000,2000-02-01,33462.0
405,Alaska,Pacific,2000,2000-03-01,35991.0
406,Alaska,Pacific,2000,2000-04-01,36762.0
407,Alaska,Pacific,2000,2000-05-01,47246.0
408,Alaska,Pacific,2000,2000-06-01,51890.0
409,Alaska,Pacific,2000,2000-07-01,44492.0
410,Alaska,Pacific,2000,2000-08-01,42955.0
411,Alaska,Pacific,2000,2000-09-01,41614.0
412,Alaska,Pacific,2000,2000-10-01,36261.0
413,Alaska,Pacific,2000,2000-11-01,30928.0
414,Alaska,Pacific,2000,2000-12-01,30816.0
415,Alaska,Pacific,2001,2001-01-01,30642.0
416,Alaska,Pacific,2001,2001-02-01,36123.0
417,Alaska,Pacific,2001,2001-03-01,36910.0
418,Alaska,Pacific,2001,2001-04-01,45863.0
419,Alaska,Pacific,2001,2001-05-01,52347.0
420,Alaska,Pacific,2001,2001-06-01,47372.0
421,Alaska,Pacific,2001,2001-07-01,42865.0
422,Alaska,Pacific,2001,2001-08-01,40192.0
423,Alaska,Pacific,2001,2001-09-01,40192.0
424,Alaska,Pacific,2001,2001-10-01,39284.0
425,Alaska,Pacific,2001,2001-11-01,33552.0
426,Alaska,Pacific,2001,2001-12-01,34350.0
427,Alaska,Pacific,2002,2002-01-01,36473.0
428,Alaska,Pacific,2002,2002-02-01,34386.0
429,Alaska,Pacific,2002,2002-03-01,42532.0
430,Alaska,Pacific,2002,2002-04-01,45400.0
431,Alaska,Pacific,2002,2002-05-01,49502.0
432,Alaska,Pacific,2002,2002-06-01,50865.0
433,Alaska,Pacific,2002,2002-07-01,44157.0
434,Alaska,Pacific,2002,2002-08-01,44728.0
435,Alaska,Pacific,2002,2002-09-01,40875.0
436,Alaska,Pacific,2002,2002-10-01,37542.0
437,Alaska,Pacific,2002,2002-11-01,34349.0
438,Alaska,Pacific,2002,2002-12-01,35013.0
439,Alaska,Pacific,2003,2003-01-01,24499.19
440,Alaska,Pacific,2003,2003-02-01,25314.39
441,Alaska,Pacific,2003,2003-03-01,34393.682506666664
442,Alaska,Pacific,2003,2003-04-01,40267.02977333333
443,Alaska,Pacific,2003,2003-05-01,45202.18032432432
444,Alaska,Pacific,2003,2003-06-01,39415.57814285715
445,Alaska,Pacific,2003,2003-07-01,42717.04061428571
446,Alaska,Pacific,2003,2003-08-01,38697.23931428572
447,Alaska,Pacific,2003,2003-09-01,33830.05998571429
448,Alaska,Pacific,2003,2003-10-01,31210.047942857145
449,Alaska,Pacific,2003,2003-11-01,37609.38677142858
450,Alaska,Pacific,2003,2003-12-01,34900.59452857143
451,Alaska,Pacific,2004,2004-01-01,27132.208116545266
452,Alaska,Pacific,2004,2004-02-01,29710.41757098261
453,Alaska,Pacific,2004,2004-03-01,29878.94559238888
454,Alaska,Pacific,2004,2004-04-01,39645.8577870274
455,Alaska,Pacific,2004,2004-05-01,41091.8695802983
456,Alaska,Pacific,2004,2004-06-01,42305.70998959417
457,Alaska,Pacific,2004,2004-07-01,47102.58029830038
458,Alaska,Pacific,2004,2004-08-01,38788.0905306972
459,Alaska,Pacific,2004,2004-09-01,41377.68563995838
460,Alaska,Pacific,2004,2004-10-01,47625.57127991675
461,Alaska,Pacific,2004,2004-11-01,36797.89597641346
462,Alaska,Pacific,2004,2004-12-01,30374.0
463,Alaska,Pacific,2005,2005-01-01,29363.104058272635
464,Alaska,Pacific,2005,2005-02-01,36353.455315997366
465,Alaska,Pacific,2005,2005-03-01,44209.180838412365
466,Alaska,Pacific,2005,2005-04-01,43272.72008324662
467,Alaska,Pacific,2005,2005-05-01,47818.570239334025
468,Alaska,Pacific,2005,2005-06-01,49318.00395421436
469,Alaska,Pacific,2005,2005-07-01,51025.89455428373
470,Alaska,Pacific,2005,2005-08-01,46566.77939646202
471,Alaska,Pacific,2005,2005-09-01,39109.25712799168
472,Alaska,Pacific,2005,2005-10-01,36821.52078853046
473,Alaska,Pacific,2005,2005-11-01,36572.62403746098
474,Alaska,Pacific,2005,2005-12-01,32909.373118279575
475,Alaska,Pacific,2006,2006-01-01,33743.23829344433
476,Alaska,Pacific,2006,2006-02-01,31345.38503949967
477,Alaska,Pacific,2006,2006-03-01,44763.71049502007
478,Alaska,Pacific,2006,2006-04-01,42479.85709330558
479,Alaska,Pacific,2006,2006-05-01,44273.41657995144
480,Alaska,Pacific,2006,2006-06-01,58277.7117585848
481,Alaska,Pacific,2006,2006-07-01,46730.819979188345
482,Alaska,Pacific,2006,2006-08-01,47638.97398543184
483,Alaska,Pacific,2006,2006-09-01,38041.671175858486
484,Alaska,Pacific,2006,2006-10-01,43309.88761706556
485,Alaska,Pacific,2006,2006-11-01,40061.77107180021
486,Alaska,Pacific,2006,2006-12-01,29830.419354838712
487,Alaska,Pacific,2007,2007-01-01,34761.13215400624
