notes,state,statecode,year,yearcode,month,monthcode,births,time
,Alabama,1,2007,2007,January,1,5315,1
,Alabama,1,2007,2007,February,2,4936,2
,Alabama,1,2007,2007,March,3,5343,3
,Alabama,1,2007,2007,April,4,5108,4
,Alabama,1,2007,2007,May,5,5324,5
,Alabama,1,2007,2007,June,6,5059,6
,Alabama,1,2007,2007,July,7,5680,7
,Alabama,1,2007,2007,August,8,5912,8
,Alabama,1,2007,2007,September,9,5558,9
,Alabama,1,2007,2007,October,10,5630,10
,Alabama,1,2007,2007,November,11,5543,11
,Alabama,1,2007,2007,December,12,5396,12
,Alabama,1,2008,2008,January,1,5559,13
,Alabama,1,2008,2008,February,2,5150,14
,Alabama,1,2008,2008,March,3,5224,15
,Alabama,1,2008,2008,April,4,5297,16
,Alabama,1,2008,2008,May,5,5090,17
,Alabama,1,2008,2008,June,6,5186,18
,Alabama,1,2008,2008,July,7,5574,19
,Alabama,1,2008,2008,August,8,5910,20
,Alabama,1,2008,2008,September,9,5532,21
,Alabama,1,2008,2008,October,10,5482,22
,Alabama,1,2008,2008,November,11,4874,23
,Alabama,1,2008,2008,December,12,5668,24
,Alabama,1,2009,2009,January,1,5084,25
,Alabama,1,2009,2009,February,2,4745,26
,Alabama,1,2009,2009,March,3,5239,27
,Alabama,1,2009,2009,April,4,5051,28
,Alabama,1,2009,2009,May,5,4993,29
,Alabama,1,2009,2009,June,6,5229,30
,Alabama,1,2009,2009,July,7,5635,31
,Alabama,1,2009,2009,August,8,5483,32
,Alabama,1,2009,2009,September,9,5486,33
,Alabama,1,2009,2009,October,10,5215,34
,Alabama,1,2009,2009,November,11,4968,35
,Alabama,1,2009,2009,December,12,5347,36
,Alabama,1,2010,2010,January,1,4917,37
,Alabama,1,2010,2010,February,2,4617,38
,Alabama,1,2010,2010,March,3,5062,39
,Alabama,1,2010,2010,April,4,4662,40
,Alabama,1,2010,2010,May,5,4716,41
,Alabama,1,2010,2010,June,6,4841,42
,Alabama,1,2010,2010,July,7,5253,43
,Alabama,1,2010,2010,August,8,5282,44
,Alabama,1,2010,2010,September,9,5492,45
,Alabama,1,2010,2010,October,10,5034,46
,Alabama,1,2010,2010,November,11,5102,47
,Alabama,1,2010,2010,December,12,5072,48
,Alabama,1,2011,2011,January,1,4949,49
,Alabama,1,2011,2011,February,2,4503,50
,Alabama,1,2011,2011,March,3,4887,51
,Alabama,1,2011,2011,April,4,4383,52
,Alabama,1,2011,2011,May,5,4635,53
,Alabama,1,2011,2011,June,6,5118,54
,Alabama,1,2011,2011,July,7,5228,55
,Alabama,1,2011,2011,August,8,5612,56
,Alabama,1,2011,2011,September,9,5127,57
,Alabama,1,2011,2011,October,10,4862,58
,Alabama,1,2011,2011,November,11,4909,59
,Alabama,1,2011,2011,December,12,5141,60
,Alabama,1,2012,2012,January,1,4810,61
,Alabama,1,2012,2012,February,2,4625,62
,Alabama,1,2012,2012,March,3,4599,63
,Alabama,1,2012,2012,April,4,4486,64
,Alabama,1,2012,2012,May,5,4783,65
,Alabama,1,2012,2012,June,6,4904,66
,Alabama,1,2012,2012,July,7,5141,67
,Alabama,1,2012,2012,August,8,5400,68
,Alabama,1,2012,2012,September,9,4923,69
,Alabama,1,2012,2012,October,10,5081,70
,Alabama,1,2012,2012,November,11,4930,71
,Alabama,1,2012,2012,December,12,4766,72
,Alabama,1,2013,2013,January,1,4934,73
,Alabama,1,2013,2013,February,2,4307,74
,Alabama,1,2013,2013,March,3,4581,75
,Alabama,1,2013,2013,April,4,4572,76
,Alabama,1,2013,2013,May,5,4761,77
,Alabama,1,2013,2013,June,6,4545,78
,Alabama,1,2013,2013,July,7,5282,79
,Alabama,1,2013,2013,August,8,5308,80
,Alabama,1,2013,2013,September,9,4884,81
,Alabama,1,2013,2013,October,10,4972,82
,Alabama,1,2013,2013,November,11,4774,83
,Alabama,1,2013,2013,December,12,5247,84
,Alabama,1,2014,2014,January,1,4924,85
,Alabama,1,2014,2014,February,2,4590,86
,Alabama,1,2014,2014,March,3,4668,87
,Alabama,1,2014,2014,April,4,4685,88
,Alabama,1,2014,2014,May,5,4832,89
,Alabama,1,2014,2014,June,6,4746,90
,Alabama,1,2014,2014,July,7,5193,91
,Alabama,1,2014,2014,August,8,5165,92
,Alabama,1,2014,2014,September,9,5138,93
,Alabama,1,2014,2014,October,10,5271,94
,Alabama,1,2014,2014,November,11,4753,95
,Alabama,1,2014,2014,December,12,5457,96
,Alabama,1,2015,2015,January,1,4970,97
,Alabama,1,2015,2015,February,2,4473,98
,Alabama,1,2015,2015,March,3,4941,99
,Alabama,1,2015,2015,April,4,4643,100
,Alabama,1,2015,2015,May,5,4700,101
,Alabama,1,2015,2015,June,6,4953,102
,Alabama,1,2015,2015,July,7,5339,103
,Alabama,1,2015,2015,August,8,5192,104
,Alabama,1,2015,2015,September,9,5217,105
,Alabama,1,2015,2015,October,10,5129,106
,Alabama,1,2015,2015,November,11,4886,107
,Alabama,1,2015,2015,December,12,5214,108
,Alabama,1,2016,2016,January,1,4805,109
,Alabama,1,2016,2016,February,2,4718,110
,Alabama,1,2016,2016,March,3,4825,111
,Alabama,1,2016,2016,April,4,4527,112
,Alabama,1,2016,2016,May,5,4802,113
,Alabama,1,2016,2016,June,6,5047,114
,Alabama,1,2016,2016,July,7,5043,115
,Alabama,1,2016,2016,August,8,5325,116
,Alabama,1,2016,2016,September,9,5239,117
,Alabama,1,2016,2016,October,10,4973,118
,Alabama,1,2016,2016,November,11,4910,119
,Alabama,1,2016,2016,December,12,4937,120
,Alabama,1,2017,2017,January,1,4937,121
,Alabama,1,2017,2017,February,2,4497,122
,Alabama,1,2017,2017,March,3,4809,123
,Alabama,1,2017,2017,April,4,4383,124
,Alabama,1,2017,2017,May,5,4763,125
,Alabama,1,2017,2017,June,6,4823,126
,Alabama,1,2017,2017,July,7,5053,127
,Alabama,1,2017,2017,August,8,5539,128
,Alabama,1,2017,2017,September,9,5211,129
,Alabama,1,2017,2017,October,10,5061,130
,Alabama,1,2017,2017,November,11,4969,131
,Alabama,1,2017,2017,December,12,4896,132
,Alabama,1,2018,2018,January,1,4902,133
,Alabama,1,2018,2018,February,2,4342,134
,Alabama,1,2018,2018,March,3,4761,135
,Alabama,1,2018,2018,April,4,4393,136
,Alabama,1,2018,2018,May,5,4785,137
,Alabama,1,2018,2018,June,6,4768,138
,Alabama,1,2018,2018,July,7,4936,139
,Alabama,1,2018,2018,August,8,5275,140
,Alabama,1,2018,2018,September,9,4816,141
,Alabama,1,2018,2018,October,10,5003,142
,Alabama,1,2018,2018,November,11,4819,143
,Alabama,1,2018,2018,December,12,4961,144
,Alabama,1,2019,2019,January,1,5036,145
,Alabama,1,2019,2019,February,2,4399,146
,Alabama,1,2019,2019,March,3,4531,147
,Alabama,1,2019,2019,April,4,4535,148
,Alabama,1,2019,2019,May,5,4807,149
,Alabama,1,2019,2019,June,6,4470,150
,Alabama,1,2019,2019,July,7,5068,151
,Alabama,1,2019,2019,August,8,5460,152
,Alabama,1,2019,2019,September,9,5228,153
,Alabama,1,2019,2019,October,10,5205,154
,Alabama,1,2019,2019,November,11,4770,155
,Alabama,1,2019,2019,December,12,5106,156
,Alabama,1,2020,2020,January,1,4955,157
,Alabama,1,2020,2020,February,2,4449,158
,Alabama,1,2020,2020,March,3,4775,159
,Alabama,1,2020,2020,April,4,4567,160
,Alabama,1,2020,2020,May,5,4510,161
,Alabama,1,2020,2020,June,6,4799,162
,Alabama,1,2020,2020,July,7,5224,163
,Alabama,1,2020,2020,August,8,5201,164
,Alabama,1,2020,2020,September,9,5001,165
,Alabama,1,2020,2020,October,10,4777,166
,Alabama,1,2020,2020,November,11,4484,167
,Alabama,1,2020,2020,December,12,4905,168
,Alabama,1,2021,2021,January,1,4553,169
,Alabama,1,2021,2021,February,2,4385,170
,Alabama,1,2021,2021,March,3,4756,171
,Alabama,1,2021,2021,April,4,4519,172
,Alabama,1,2021,2021,May,5,4512,173
,Alabama,1,2021,2021,June,6,4930,174
,Alabama,1,2021,2021,July,7,5154,175
,Alabama,1,2021,2021,August,8,5172,176
,Alabama,1,2021,2021,September,9,5147,177
,Alabama,1,2021,2021,October,10,4968,178
,Alabama,1,2021,2021,November,11,4900,179
,Alabama,1,2021,2021,December,12,5058,180
,Alabama,1,2022,2022,January,1,4808,181
,Alabama,1,2022,2022,February,2,4383,182
,Alabama,1,2022,2022,March,3,4806,183
,Alabama,1,2022,2022,April,4,4456,184
,Alabama,1,2022,2022,May,5,4588,185
,Alabama,1,2022,2022,June,6,4709,186
,Alabama,1,2022,2022,July,7,5006,187
,Alabama,1,2022,2022,August,8,5494,188
,Alabama,1,2022,2022,September,9,5053,189
,Alabama,1,2022,2022,October,10,4839,190
,Alabama,1,2022,2022,November,11,4919,191
,Alabama,1,2022,2022,December,12,5088,192
,Alaska,2,2007,2007,January,1,866,1
,Alaska,2,2007,2007,February,2,816,2
,Alaska,2,2007,2007,March,3,911,3
,Alaska,2,2007,2007,April,4,901,4
,Alaska,2,2007,2007,May,5,952,5
,Alaska,2,2007,2007,June,6,954,6
,Alaska,2,2007,2007,July,7,915,7
,Alaska,2,2007,2007,August,8,1002,8
,Alaska,2,2007,2007,September,9,973,9
,Alaska,2,2007,2007,October,10,995,10
,Alaska,2,2007,2007,November,11,907,11
,Alaska,2,2007,2007,December,12,860,12
,Alaska,2,2008,2008,January,1,876,13
,Alaska,2,2008,2008,February,2,933,14
,Alaska,2,2008,2008,March,3,934,15
,Alaska,2,2008,2008,April,4,926,16
,Alaska,2,2008,2008,May,5,952,17
,Alaska,2,2008,2008,June,6,999,18
,Alaska,2,2008,2008,July,7,1016,19
,Alaska,2,2008,2008,August,8,1009,20
,Alaska,2,2008,2008,September,9,1009,21
,Alaska,2,2008,2008,October,10,977,22
,Alaska,2,2008,2008,November,11,863,23
,Alaska,2,2008,2008,December,12,948,24
,Alaska,2,2009,2009,January,1,888,25
,Alaska,2,2009,2009,February,2,874,26
,Alaska,2,2009,2009,March,3,989,27
,Alaska,2,2009,2009,April,4,931,28
,Alaska,2,2009,2009,May,5,969,29
,Alaska,2,2009,2009,June,6,1029,30
,Alaska,2,2009,2009,July,7,1041,31
,Alaska,2,2009,2009,August,8,951,32
,Alaska,2,2009,2009,September,9,925,33
,Alaska,2,2009,2009,October,10,961,34
,Alaska,2,2009,2009,November,11,901,35
,Alaska,2,2009,2009,December,12,865,36
,Alaska,2,2010,2010,January,1,924,37
,Alaska,2,2010,2010,February,2,817,38
,Alaska,2,2010,2010,March,3,935,39
,Alaska,2,2010,2010,April,4,913,40
,Alaska,2,2010,2010,May,5,964,41
,Alaska,2,2010,2010,June,6,1025,42
,Alaska,2,2010,2010,July,7,1014,43
,Alaska,2,2010,2010,August,8,1046,44
,Alaska,2,2010,2010,September,9,966,45
,Alaska,2,2010,2010,October,10,965,46
,Alaska,2,2010,2010,November,11,923,47
,Alaska,2,2010,2010,December,12,979,48
,Alaska,2,2011,2011,January,1,966,49
,Alaska,2,2011,2011,February,2,881,50
,Alaska,2,2011,2011,March,3,988,51
,Alaska,2,2011,2011,April,4,956,52
,Alaska,2,2011,2011,May,5,992,53
,Alaska,2,2011,2011,June,6,1034,54
,Alaska,2,2011,2011,July,7,943,55
,Alaska,2,2011,2011,August,8,928,56
,Alaska,2,2011,2011,September,9,1011,57
,Alaska,2,2011,2011,October,10,902,58
,Alaska,2,2011,2011,November,11,859,59
,Alaska,2,2011,2011,December,12,996,60
,Alaska,2,2012,2012,January,1,924,61
,Alaska,2,2012,2012,February,2,811,62
,Alaska,2,2012,2012,March,3,950,63
,Alaska,2,2012,2012,April,4,912,64
,Alaska,2,2012,2012,May,5,956,65
,Alaska,2,2012,2012,June,6,931,66
,Alaska,2,2012,2012,July,7,985,67
,Alaska,2,2012,2012,August,8,962,68
,Alaska,2,2012,2012,September,9,1029,69
,Alaska,2,2012,2012,October,10,973,70
,Alaska,2,2012,2012,November,11,833,71
,Alaska,2,2012,2012,December,12,921,72
,Alaska,2,2013,2013,January,1,974,73
,Alaska,2,2013,2013,February,2,836,74
,Alaska,2,2013,2013,March,3,983,75
,Alaska,2,2013,2013,April,4,917,76
,Alaska,2,2013,2013,May,5,945,77
,Alaska,2,2013,2013,June,6,982,78
,Alaska,2,2013,2013,July,7,961,79
,Alaska,2,2013,2013,August,8,1041,80
,Alaska,2,2013,2013,September,9,965,81
,Alaska,2,2013,2013,October,10,975,82
,Alaska,2,2013,2013,November,11,939,83
,Alaska,2,2013,2013,December,12,928,84
,Alaska,2,2014,2014,January,1,952,85
,Alaska,2,2014,2014,February,2,895,86
,Alaska,2,2014,2014,March,3,914,87
,Alaska,2,2014,2014,April,4,960,88
,Alaska,2,2014,2014,May,5,997,89
,Alaska,2,2014,2014,June,6,921,90
,Alaska,2,2014,2014,July,7,1010,91
,Alaska,2,2014,2014,August,8,977,92
,Alaska,2,2014,2014,September,9,961,93
,Alaska,2,2014,2014,October,10,978,94
,Alaska,2,2014,2014,November,11,894,95
,Alaska,2,2014,2014,December,12,933,96
,Alaska,2,2015,2015,January,1,915,97
,Alaska,2,2015,2015,February,2,887,98
,Alaska,2,2015,2015,March,3,963,99
,Alaska,2,2015,2015,April,4,940,100
,Alaska,2,2015,2015,May,5,975,101
,Alaska,2,2015,2015,June,6,906,102
,Alaska,2,2015,2015,July,7,1020,103
,Alaska,2,2015,2015,August,8,977,104
,Alaska,2,2015,2015,September,9,962,105
,Alaska,2,2015,2015,October,10,925,106
,Alaska,2,2015,2015,November,11,880,107
,Alaska,2,2015,2015,December,12,932,108
,Alaska,2,2016,2016,January,1,938,109
,Alaska,2,2016,2016,February,2,840,110
,Alaska,2,2016,2016,March,3,967,111
,Alaska,2,2016,2016,April,4,912,112
,Alaska,2,2016,2016,May,5,955,113
,Alaska,2,2016,2016,June,6,980,114
,Alaska,2,2016,2016,July,7,955,115
,Alaska,2,2016,2016,August,8,957,116
,Alaska,2,2016,2016,September,9,951,117
,Alaska,2,2016,2016,October,10,958,118
,Alaska,2,2016,2016,November,11,897,119
,Alaska,2,2016,2016,December,12,899,120
,Alaska,2,2017,2017,January,1,796,121
,Alaska,2,2017,2017,February,2,783,122
,Alaska,2,2017,2017,March,3,906,123
,Alaska,2,2017,2017,April,4,867,124
,Alaska,2,2017,2017,May,5,895,125
,Alaska,2,2017,2017,June,6,896,126
,Alaska,2,2017,2017,July,7,911,127
,Alaska,2,2017,2017,August,8,929,128
,Alaska,2,2017,2017,September,9,934,129
,Alaska,2,2017,2017,October,10,864,130
,Alaska,2,2017,2017,November,11,806,131
,Alaska,2,2017,2017,December,12,858,132
,Alaska,2,2018,2018,January,1,819,133
,Alaska,2,2018,2018,February,2,769,134
,Alaska,2,2018,2018,March,3,895,135
,Alaska,2,2018,2018,April,4,841,136
,Alaska,2,2018,2018,May,5,875,137
,Alaska,2,2018,2018,June,6,874,138
,Alaska,2,2018,2018,July,7,814,139
,Alaska,2,2018,2018,August,8,934,140
,Alaska,2,2018,2018,September,9,798,141
,Alaska,2,2018,2018,October,10,875,142
,Alaska,2,2018,2018,November,11,778,143
,Alaska,2,2018,2018,December,12,814,144
,Alaska,2,2019,2019,January,1,774,145
,Alaska,2,2019,2019,February,2,757,146
,Alaska,2,2019,2019,March,3,879,147
,Alaska,2,2019,2019,April,4,836,148
,Alaska,2,2019,2019,May,5,826,149
,Alaska,2,2019,2019,June,6,809,150
,Alaska,2,2019,2019,July,7,919,151
,Alaska,2,2019,2019,August,8,851,152
,Alaska,2,2019,2019,September,9,873,153
,Alaska,2,2019,2019,October,10,803,154
,Alaska,2,2019,2019,November,11,710,155
,Alaska,2,2019,2019,December,12,785,156
,Alaska,2,2020,2020,January,1,818,157
,Alaska,2,2020,2020,February,2,717,158
,Alaska,2,2020,2020,March,3,777,159
,Alaska,2,2020,2020,April,4,758,160
,Alaska,2,2020,2020,May,5,832,161
,Alaska,2,2020,2020,June,6,810,162
,Alaska,2,2020,2020,July,7,777,163
,Alaska,2,2020,2020,August,8,782,164
,Alaska,2,2020,2020,September,9,820,165
,Alaska,2,2020,2020,October,10,805,166
,Alaska,2,2020,2020,November,11,768,167
,Alaska,2,2020,2020,December,12,805,168
,Alaska,2,2021,2021,January,1,746,169
,Alaska,2,2021,2021,February,2,662,170
,Alaska,2,2021,2021,March,3,800,171
,Alaska,2,2021,2021,April,4,815,172
,Alaska,2,2021,2021,May,5,860,173
,Alaska,2,2021,2021,June,6,809,174
,Alaska,2,2021,2021,July,7,861,175
,Alaska,2,2021,2021,August,8,820,176
,Alaska,2,2021,2021,September,9,831,177
,Alaska,2,2021,2021,October,10,739,178
,Alaska,2,2021,2021,November,11,704,179
,Alaska,2,2021,2021,December,12,720,180
,Alaska,2,2022,2022,January,1,734,181
,Alaska,2,2022,2022,February,2,720,182
,Alaska,2,2022,2022,March,3,833,183
,Alaska,2,2022,2022,April,4,779,184
,Alaska,2,2022,2022,May,5,798,185
,Alaska,2,2022,2022,June,6,816,186
,Alaska,2,2022,2022,July,7,812,187
,Alaska,2,2022,2022,August,8,826,188
,Alaska,2,2022,2022,September,9,797,189
,Alaska,2,2022,2022,October,10,766,190
,Alaska,2,2022,2022,November,11,725,191
,Alaska,2,2022,2022,December,12,753,192
,Arizona,4,2007,2007,January,1,8677,1
,Arizona,4,2007,2007,February,2,7738,2
,Arizona,4,2007,2007,March,3,8341,3
,Arizona,4,2007,2007,April,4,7898,4
,Arizona,4,2007,2007,May,5,8218,5
,Arizona,4,2007,2007,June,6,8359,6
,Arizona,4,2007,2007,July,7,9043,7
,Arizona,4,2007,2007,August,8,9421,8
,Arizona,4,2007,2007,September,9,9110,9
,Arizona,4,2007,2007,October,10,9136,10
,Arizona,4,2007,2007,November,11,8424,11
,Arizona,4,2007,2007,December,12,8616,12
,Arizona,4,2008,2008,January,1,8685,13
,Arizona,4,2008,2008,February,2,8178,14
,Arizona,4,2008,2008,March,3,8127,15
,Arizona,4,2008,2008,April,4,7709,16
,Arizona,4,2008,2008,May,5,8135,17
,Arizona,4,2008,2008,June,6,7683,18
,Arizona,4,2008,2008,July,7,8797,19
,Arizona,4,2008,2008,August,8,8785,20
,Arizona,4,2008,2008,September,9,8780,21
,Arizona,4,2008,2008,October,10,8433,22
,Arizona,4,2008,2008,November,11,7767,23
,Arizona,4,2008,2008,December,12,8363,24
,Arizona,4,2009,2009,January,1,7803,25
,Arizona,4,2009,2009,February,2,7346,26
,Arizona,4,2009,2009,March,3,8075,27
,Arizona,4,2009,2009,April,4,7378,28
,Arizona,4,2009,2009,May,5,7475,29
,Arizona,4,2009,2009,June,6,7393,30
,Arizona,4,2009,2009,July,7,8071,31
,Arizona,4,2009,2009,August,8,8222,32
,Arizona,4,2009,2009,September,9,8111,33
,Arizona,4,2009,2009,October,10,7904,34
,Arizona,4,2009,2009,November,11,7277,35
,Arizona,4,2009,2009,December,12,7743,36
,Arizona,4,2010,2010,January,1,7369,37
,Arizona,4,2010,2010,February,2,6830,38
,Arizona,4,2010,2010,March,3,7559,39
,Arizona,4,2010,2010,April,4,6907,40
,Arizona,4,2010,2010,May,5,7021,41
,Arizona,4,2010,2010,June,6,7006,42
,Arizona,4,2010,2010,July,7,7195,43
,Arizona,4,2010,2010,August,8,7710,44
,Arizona,4,2010,2010,September,9,8041,45
,Arizona,4,2010,2010,October,10,7371,46
,Arizona,4,2010,2010,November,11,7058,47
,Arizona,4,2010,2010,December,12,7410,48
,Arizona,4,2011,2011,January,1,7148,49
,Arizona,4,2011,2011,February,2,6535,50
,Arizona,4,2011,2011,March,3,7271,51
,Arizona,4,2011,2011,April,4,6533,52
,Arizona,4,2011,2011,May,5,6702,53
,Arizona,4,2011,2011,June,6,7113,54
,Arizona,4,2011,2011,July,7,7238,55
,Arizona,4,2011,2011,August,8,7710,56
,Arizona,4,2011,2011,September,9,7772,57
,Arizona,4,2011,2011,October,10,7387,58
,Arizona,4,2011,2011,November,11,7016,59
,Arizona,4,2011,2011,December,12,7118,60
,Arizona,4,2012,2012,January,1,7074,61
,Arizona,4,2012,2012,February,2,6803,62
,Arizona,4,2012,2012,March,3,7162,63
,Arizona,4,2012,2012,April,4,6679,64
,Arizona,4,2012,2012,May,5,6829,65
,Arizona,4,2012,2012,June,6,6780,66
,Arizona,4,2012,2012,July,7,7427,67
,Arizona,4,2012,2012,August,8,7829,68
,Arizona,4,2012,2012,September,9,7734,69
,Arizona,4,2012,2012,October,10,7694,70
,Arizona,4,2012,2012,November,11,7152,71
,Arizona,4,2012,2012,December,12,7278,72
,Arizona,4,2013,2013,January,1,7139,73
,Arizona,4,2013,2013,February,2,6465,74
,Arizona,4,2013,2013,March,3,7134,75
,Arizona,4,2013,2013,April,4,6756,76
,Arizona,4,2013,2013,May,5,6742,77
,Arizona,4,2013,2013,June,6,6741,78
,Arizona,4,2013,2013,July,7,7400,79
,Arizona,4,2013,2013,August,8,7487,80
,Arizona,4,2013,2013,September,9,7590,81
,Arizona,4,2013,2013,October,10,7558,82
,Arizona,4,2013,2013,November,11,7177,83
,Arizona,4,2013,2013,December,12,7411,84
,Arizona,4,2014,2014,January,1,7333,85
,Arizona,4,2014,2014,February,2,6610,86
,Arizona,4,2014,2014,March,3,7097,87
,Arizona,4,2014,2014,April,4,6687,88
,Arizona,4,2014,2014,May,5,6909,89
,Arizona,4,2014,2014,June,6,6861,90
,Arizona,4,2014,2014,July,7,7751,91
,Arizona,4,2014,2014,August,8,7736,92
,Arizona,4,2014,2014,September,9,7680,93
,Arizona,4,2014,2014,October,10,7575,94
,Arizona,4,2014,2014,November,11,7023,95
,Arizona,4,2014,2014,December,12,7625,96
,Arizona,4,2015,2015,January,1,7190,97
,Arizona,4,2015,2015,February,2,6678,98
,Arizona,4,2015,2015,March,3,7203,99
,Arizona,4,2015,2015,April,4,6650,100
,Arizona,4,2015,2015,May,5,6835,101
,Arizona,4,2015,2015,June,6,6805,102
,Arizona,4,2015,2015,July,7,7060,103
,Arizona,4,2015,2015,August,8,7400,104
,Arizona,4,2015,2015,September,9,7714,105
,Arizona,4,2015,2015,October,10,7518,106
,Arizona,4,2015,2015,November,11,6965,107
,Arizona,4,2015,2015,December,12,7333,108
,Arizona,4,2016,2016,January,1,7073,109
,Arizona,4,2016,2016,February,2,6749,110
,Arizona,4,2016,2016,March,3,6851,111
,Arizona,4,2016,2016,April,4,6570,112
,Arizona,4,2016,2016,May,5,6730,113
,Arizona,4,2016,2016,June,6,6766,114
,Arizona,4,2016,2016,July,7,7059,115
,Arizona,4,2016,2016,August,8,7726,116
,Arizona,4,2016,2016,September,9,7691,117
,Arizona,4,2016,2016,October,10,7192,118
,Arizona,4,2016,2016,November,11,6897,119
,Arizona,4,2016,2016,December,12,7216,120
,Arizona,4,2017,2017,January,1,6958,121
,Arizona,4,2017,2017,February,2,6168,122
,Arizona,4,2017,2017,March,3,6797,123
,Arizona,4,2017,2017,April,4,6308,124
,Arizona,4,2017,2017,May,5,6523,125
,Arizona,4,2017,2017,June,6,6625,126
,Arizona,4,2017,2017,July,7,6980,127
,Arizona,4,2017,2017,August,8,7425,128
,Arizona,4,2017,2017,September,9,7219,129
,Arizona,4,2017,2017,October,10,7319,130
,Arizona,4,2017,2017,November,11,6798,131
,Arizona,4,2017,2017,December,12,6752,132
,Arizona,4,2018,2018,January,1,6743,133
,Arizona,4,2018,2018,February,2,6195,134
,Arizona,4,2018,2018,March,3,6636,135
,Arizona,4,2018,2018,April,4,6152,136
,Arizona,4,2018,2018,May,5,6419,137
,Arizona,4,2018,2018,June,6,6496,138
,Arizona,4,2018,2018,July,7,6852,139
,Arizona,4,2018,2018,August,8,7314,140
,Arizona,4,2018,2018,September,9,7117,141
,Arizona,4,2018,2018,October,10,7150,142
,Arizona,4,2018,2018,November,11,6814,143
,Arizona,4,2018,2018,December,12,6835,144
,Arizona,4,2019,2019,January,1,6838,145
,Arizona,4,2019,2019,February,2,6089,146
,Arizona,4,2019,2019,March,3,6681,147
,Arizona,4,2019,2019,April,4,6106,148
,Arizona,4,2019,2019,May,5,6283,149
,Arizona,4,2019,2019,June,6,6171,150
,Arizona,4,2019,2019,July,7,6966,151
,Arizona,4,2019,2019,August,8,7204,152
,Arizona,4,2019,2019,September,9,6867,153
,Arizona,4,2019,2019,October,10,6885,154
,Arizona,4,2019,2019,November,11,6576,155
,Arizona,4,2019,2019,December,12,6709,156
,Arizona,4,2020,2020,January,1,6703,157
,Arizona,4,2020,2020,February,2,6274,158
,Arizona,4,2020,2020,March,3,6374,159
,Arizona,4,2020,2020,April,4,5970,160
,Arizona,4,2020,2020,May,5,6036,161
,Arizona,4,2020,2020,June,6,6084,162
,Arizona,4,2020,2020,July,7,6772,163
,Arizona,4,2020,2020,August,8,6700,164
,Arizona,4,2020,2020,September,9,6741,165
,Arizona,4,2020,2020,October,10,6646,166
,Arizona,4,2020,2020,November,11,6202,167
,Arizona,4,2020,2020,December,12,6445,168
,Arizona,4,2021,2021,January,1,6173,169
,Arizona,4,2021,2021,February,2,5616,170
,Arizona,4,2021,2021,March,3,6011,171
,Arizona,4,2021,2021,April,4,6030,172
,Arizona,4,2021,2021,May,5,6060,173
,Arizona,4,2021,2021,June,6,6223,174
,Arizona,4,2021,2021,July,7,6908,175
,Arizona,4,2021,2021,August,8,7112,176
,Arizona,4,2021,2021,September,9,7099,177
,Arizona,4,2021,2021,October,10,7054,178
,Arizona,4,2021,2021,November,11,6681,179
,Arizona,4,2021,2021,December,12,6949,180
,Arizona,4,2022,2022,January,1,6575,181
,Arizona,4,2022,2022,February,2,6007,182
,Arizona,4,2022,2022,March,3,6484,183
,Arizona,4,2022,2022,April,4,5957,184
,Arizona,4,2022,2022,May,5,6005,185
,Arizona,4,2022,2022,June,6,6268,186
,Arizona,4,2022,2022,July,7,6740,187
,Arizona,4,2022,2022,August,8,7114,188
,Arizona,4,2022,2022,September,9,6847,189
,Arizona,4,2022,2022,October,10,6660,190
,Arizona,4,2022,2022,November,11,6841,191
,Arizona,4,2022,2022,December,12,7049,192
,Arkansas,5,2007,2007,January,1,3521,1
,Arkansas,5,2007,2007,February,2,3178,2
,Arkansas,5,2007,2007,March,3,3451,3
,Arkansas,5,2007,2007,April,4,3153,4
,Arkansas,5,2007,2007,May,5,3456,5
,Arkansas,5,2007,2007,June,6,3391,6
,Arkansas,5,2007,2007,July,7,3642,7
,Arkansas,5,2007,2007,August,8,3713,8
,Arkansas,5,2007,2007,September,9,3330,9
,Arkansas,5,2007,2007,October,10,3566,10
,Arkansas,5,2007,2007,November,11,3448,11
,Arkansas,5,2007,2007,December,12,3529,12
,Arkansas,5,2008,2008,January,1,3528,13
,Arkansas,5,2008,2008,February,2,3284,14
,Arkansas,5,2008,2008,March,3,3394,15
,Arkansas,5,2008,2008,April,4,3261,16
,Arkansas,5,2008,2008,May,5,3249,17
,Arkansas,5,2008,2008,June,6,3267,18
,Arkansas,5,2008,2008,July,7,3512,19
,Arkansas,5,2008,2008,August,8,3675,20
,Arkansas,5,2008,2008,September,9,3466,21
,Arkansas,5,2008,2008,October,10,3349,22
,Arkansas,5,2008,2008,November,11,3134,23
,Arkansas,5,2008,2008,December,12,3550,24
,Arkansas,5,2009,2009,January,1,3274,25
,Arkansas,5,2009,2009,February,2,3069,26
,Arkansas,5,2009,2009,March,3,3287,27
,Arkansas,5,2009,2009,April,4,3197,28
,Arkansas,5,2009,2009,May,5,3041,29
,Arkansas,5,2009,2009,June,6,3317,30
,Arkansas,5,2009,2009,July,7,3564,31
,Arkansas,5,2009,2009,August,8,3503,32
,Arkansas,5,2009,2009,September,9,3544,33
,Arkansas,5,2009,2009,October,10,3483,34
,Arkansas,5,2009,2009,November,11,3123,35
,Arkansas,5,2009,2009,December,12,3406,36
,Arkansas,5,2010,2010,January,1,3067,37
